Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
xuất_hành_động,1,3,12,17,1
trỏb,1,1,4,5,1
tob,1,1,3,3,1
nhaub,1,1,5,5,1
bạnb,1,1,4,5,1
tàib,1,1,4,5,1
rệt,1,1,3,5,1
tăm-pông,1,1,8,10,1
gân_guốc,1,2,7,10,1
lê_đam_mê,1,3,7,9,1
tuần_trăng,1,2,9,12,1
dây_cót,1,2,6,8,1
khoẻ-giới,1,1,9,12,1
bủn_rủn,1,2,6,8,1
tán_loạn,1,2,7,9,1
đơn_bào,1,2,6,8,1
vaginalis,1,1,9,9,1
thiếu.khi,1,1,9,11,1
mắt.thị,1,1,7,10,1
giun_đất,1,2,7,9,1
sốngđể,1,1,6,10,1
di-hydrotestosteron,1,1,19,19,1
bệnh_nhân_thể,1,3,11,16,1
speed,1,1,5,5,1
dating,1,1,6,6,1
speed-dating,1,1,12,12,1
lấy_lệ,1,2,5,9,1
diền,1,1,4,6,1
định.câu,1,1,8,10,1
vợkhi,1,1,5,7,1
hoá_sinh_học,1,3,10,12,1
cảm.với,1,1,7,10,1
tay.bạn,1,1,7,8,1
hồi_dương,1,2,8,12,1
y_lý,1,2,3,4,1
xương_cùng,1,2,9,12,1
lùng_thùng,1,2,9,11,1
tâm_cảnh,1,2,7,9,1
lét,1,1,3,4,1
dụcngười,1,1,8,12,1
trachomatis,1,1,11,11,1
phơ,1,1,3,4,1
vòng_tránh_thai,1,3,13,15,1
thây_kệ,1,2,6,9,1
áoc,1,1,3,4,1
đĩab,1,1,4,5,1
co_quắp,1,2,6,8,1
sextoy,1,1,6,6,1
giới_đàn,1,2,7,10,1
đó.b.,1,1,5,6,1
rồi.c.,1,1,6,8,1
nó.b.,1,1,5,6,1
nhật.b.,1,1,7,9,1
xoắn_xuýt,1,2,8,11,1
cảm.c.,1,1,6,7,1
hàng.b.,1,1,7,8,1
popcorn,1,1,7,7,1
ấy.b.,1,1,5,7,1
động.c.,1,1,7,9,1
biệt.b.,1,1,7,9,1
đó.c.,1,1,5,6,1
gái.b.,1,1,6,7,1
đơn.c.,1,1,6,7,1
trúng_gió,1,2,8,10,1
nôn_mửa,1,2,6,9,1
rửa_ráy,1,2,6,9,1
hành_động_hoá,1,3,11,15,1
léng_phéng,1,2,9,11,1
thủ_tiết,1,2,7,10,1
trần_thế,1,2,7,11,1
cách_ngôn,1,2,8,10,1
bắng,1,1,4,6,1
trần_truồng,1,2,10,14,1
đầu_cua_tai_nheo,1,4,13,15,1
bách_phát_bách_trúng,1,4,17,21,1
nhâm,1,1,4,5,1
tam_kỳ,1,2,5,6,1
pín,1,1,3,4,1
cu_ngói,1,2,6,7,1
trằn_trọc,1,2,8,11,1
thuận_tình,1,2,9,12,1
rỉ_rả,1,2,4,6,1
rũ_rượi,1,2,6,10,1
rúm_ró,1,2,5,7,1
homo-sexual,1,1,11,11,1
pedophyly,1,1,9,9,1
zoophily,1,1,8,8,1
thương.nụ,1,1,9,12,1
cảm.hướng,1,1,9,13,1
mê.những,1,1,8,11,1
mình.chuyên,1,1,11,13,1
simplex,1,1,7,7,1
phỉnh_nịnh,1,2,9,11,1
pheromones,1,1,10,10,1
cùng_tận,1,2,7,10,1
cefuroxim,1,1,9,9,1
cefixim,1,1,7,7,1
ceftriaxon,1,1,10,10,1
quinolon,1,1,8,8,1
diethylcarbamazine,1,1,18,18,1
tháng.có,1,1,8,10,1
pallidum,1,1,8,8,1
xoắn_khuẩn,1,2,9,13,1
latex,1,1,5,5,1
gầy_đét,1,2,6,9,1
tỉ_lệ_thuận,1,3,9,14,1
lính_tráng,1,2,9,11,1
tăt,1,1,3,4,1
cơ_vân,1,2,5,7,1
dogmatyl,1,1,8,8,1
cholinergic,1,1,11,11,1
rum,1,1,3,3,1
phomat,1,1,6,6,1
quí_phái,1,2,7,9,1
hysterikos,1,1,10,10,1
chạy_điện,1,2,8,11,1
hysteria,1,1,8,8,1
thính_lực,1,2,8,11,1
thiếu_gia_vị,1,3,10,13,1
câu_cú,1,2,5,7,1
hý,1,1,2,3,1
hoáy,1,1,4,5,1
nhiều.không,1,1,11,14,1
heterosexuality,1,1,15,15,1
homosexuality,1,1,13,13,1
bisexuality,1,1,11,11,1
nguýt,1,1,5,6,1
glucocorticoids,1,1,15,15,1
hành_tá_tràng,1,3,11,14,1
sulphonamide,1,1,12,12,1
kham_khổ,1,2,7,9,1
gan_gà,1,2,5,6,1
đái_đường,1,2,8,12,1
rại,1,1,3,4,1
ngấm_nguýt,1,2,9,12,1
quay_quắt,1,2,8,10,1
có_thể_chế_giễu,1,4,12,19,1
magie,1,1,5,5,1
xúc_tác,1,2,6,8,1
estrogene,1,1,9,9,1
hornometer,1,1,10,10,1
ám_thị,1,2,5,7,1
dyspareunia,1,1,11,11,1
nội_khoa,1,2,7,9,1
ngoại_khoa,1,2,9,10,1
nhoi_nhói,1,2,8,9,1
đượckhông,1,1,9,13,1
áo_ba_lỗ,1,3,6,9,1
phenylethylamin,1,1,15,15,1
ocytocine,1,1,9,9,1
vasopressine,1,1,12,12,1
bóngb,1,1,5,6,1
độngb,1,1,5,7,1
họb,1,1,3,4,1
đơnb,1,1,4,5,1
nàob,1,1,4,5,1
thiểu_não,1,2,8,11,1
trở_mình,1,2,7,10,1
nhàm_tai,1,2,7,8,1
thẳng_ruột_ngựa,1,3,13,19,1
mắt_thấy,1,2,7,11,1
cortyzol,1,1,8,8,1
dệnh,1,1,4,6,1
endorfin,1,1,8,8,1
cortycosteroid,1,1,14,14,1
morphine,1,1,8,8,1
lê_được,1,2,6,10,1
xuân.cô,1,1,7,9,1
lú_lẫn,1,2,5,8,1
sildenafil,1,1,10,10,1
citrat,1,1,6,6,1
lợi_niệu,1,2,7,11,1
úp_thìa,1,2,6,8,1
hậu_ân,1,2,5,8,1
tục.nàng,1,1,8,10,1
chẩy,1,1,4,6,1
đại_não,1,2,6,8,1
chồng-tk,1,1,8,10,1
vợ-nc,1,1,5,7,1
nhọc_mệt,1,2,7,10,1
đầu_đàn,1,2,6,9,1
quá_thể,1,2,6,9,1
doạ_nạt,1,2,6,8,1
condus,1,1,6,6,1
socks,1,1,5,5,1
goalie,1,1,6,6,1
glove,1,1,5,5,1
bag,1,1,3,3,1
sheaths,1,1,7,7,1
raincoats,1,1,9,9,1
gentlemans,1,1,10,10,1
jerkins,1,1,7,7,1
chẽn,1,1,4,5,1
nước_ối,1,2,6,11,1
lực_kế,1,2,5,9,1
anal,1,1,4,4,1
trĩ.đau,1,1,7,8,1
diệt_dục,1,2,7,10,1
lắm_mồm,1,2,6,10,1
trăng_lưỡi_liềm,1,3,13,19,1
huyết_dịch,1,2,9,12,1
trệ,1,1,3,5,1
hoóc-mon,1,1,8,9,1
thuå,1,1,4,5,1
cười_tủm,1,2,7,11,1
tỉm,1,1,3,4,1
rớm,1,1,3,5,1
co_kéo,1,2,5,6,1
lức,1,1,3,5,1
cen,1,1,3,3,1
giớinam,1,1,7,9,1
bạc_phếch,1,2,8,11,1
trắng_ngần,1,2,9,13,1
capsaicin,1,1,9,9,1
dáy,1,1,3,4,1
thoát_vị,1,2,7,9,1
tá_tràng,1,2,7,9,1
vi_phẫu_thuật,1,3,11,15,1
labô,1,1,4,5,1
bypass,1,1,6,6,1
stop-start,1,1,10,10,1
thần.trước,1,1,10,15,1
hồng_quần,1,2,8,12,1
tùng_quân,1,2,8,10,1
muốn.trên,1,1,9,12,1
dịu_hiền,1,2,7,10,1
tự_kỷ_ám_thị,1,4,9,14,1
học_gạo,1,2,6,8,1
đồng.cùng,1,1,9,12,1
bóp_trán,1,2,7,9,1
bạnđại,1,1,6,8,1
sân_trường,1,2,9,13,1
lý_thuyết_tương_đối,1,4,16,23,1
nốc_ao,1,2,5,7,1
–tin,1,1,4,4,1
tuyển.vậy,1,1,9,13,1
nguyyện,1,1,7,9,1
châu_âu_escp,1,3,10,12,1
khoasankhau@yahoo.com,1,1,21,21,1
luyen,1,1,5,5,1
nhien,1,1,5,5,1
dac,1,1,3,3,1
rieng,1,1,5,5,1
anh.v,1,1,5,5,1
bảo_tồn_bảo_tàng,1,4,13,18,1
phuong,1,1,6,6,1
dam,1,1,3,3,1
la_gi,1,2,4,4,1
câu_nhạc,1,2,7,9,1
họi,1,1,3,4,1
quyen,1,1,5,5,1
luan,1,1,4,4,1
nao_nao,1,2,6,6,1
từng_trường,1,2,10,15,1
e-leaning,1,1,9,9,1
củađoàn,1,1,7,9,1
tácvề,1,1,5,8,1
nngười,1,1,6,9,1
global_education_việt_hoá,1,4,22,25,1
bảo_ban,1,2,6,7,1
đóng_cửa_hàng_loạt,1,4,15,20,1
từ_tổ,1,2,4,8,1
kínhcho,1,1,7,8,1
ngữ_âm_học,1,3,8,12,1
hữu_lý,1,2,5,8,1
referred,1,1,8,8,1
cited,1,1,5,5,1
license,1,1,7,7,1
patents,1,1,7,7,1
patent,1,1,6,6,1
thể_chế_hoá,1,3,9,14,1
đạo_cô,1,2,5,7,1
interview,1,1,9,9,1
tuần_kiểm_tra,1,3,11,15,1
mởdịch,1,1,6,9,1
nao_nức,1,2,6,8,1
đón_đưa,1,2,6,8,1
sĩ.hiện,1,1,7,10,1
khiêm_cung,1,2,9,10,1
thuần_hậu,1,2,8,12,1
khốn_cùng,1,2,8,11,1
xưa-nay,1,1,7,8,1
con-người,1,1,9,12,1
tập_kiều,1,2,7,11,1
đồibỗng,1,1,7,11,1
tổng_bộ,1,2,6,10,1
oai_nghiêm,1,2,9,10,1
nghĩa_tình,1,2,9,11,1
thổng,1,1,5,7,1
hiệnthủ,1,1,7,10,1
uyên_bác,1,2,7,9,1
o_bế,1,2,3,5,1
lớp_học_sinh,1,3,10,13,1
mò_kim_đáy_bể,1,4,10,14,1
giải.ban,1,1,8,9,1
làm_mướn,1,2,7,11,1
đạo_văn,1,2,6,8,1
plagiarism,1,1,10,10,1
nhũng_nhiễu,1,2,10,13,1
phù_hiệu,1,2,7,10,1
thường.riêng,1,1,12,16,1
điện_thoại_viên,1,3,13,17,1
địa_lý_kinh_tế,1,4,11,15,1
sáng_dạ,1,2,6,8,1
giáo_dục_học_sinh,1,4,14,17,1
kính_mến,1,2,7,10,1
chiêu_hiền,1,2,9,12,1
thập_kỉ,1,2,6,9,1
kí,1,1,2,3,1
chap,1,1,4,4,1
maketting,1,1,9,9,1
nhiep,1,1,5,5,1
buom,1,1,4,4,1
học_chế,1,2,6,9,1
trọng_âm,1,2,7,9,1
trái_nghĩa,1,2,9,11,1
alternatives,1,1,12,12,1
statement,1,1,9,9,1
following,1,1,9,9,1
except,1,1,6,6,1
least,1,1,5,5,1
graphs,1,1,6,6,1
tables,1,1,6,6,1
passages,1,1,8,8,1
đoạn_văn,1,2,7,9,1
ướt_đẫm,1,2,6,11,1
tân_quyền,1,2,8,11,1
tân_tổng_lãnh_sự,1,4,13,19,1
phân_nhiệm,1,2,9,12,1
thực_hành_viên,1,3,12,16,1
trung_cấp_doanh,1,3,13,15,1
gửãi,1,1,4,7,1
chung_qui_lại,1,3,11,12,1
văn_học_sinh,1,3,10,12,1
tréo_ngoe,1,2,8,9,1
củng,1,1,4,5,1
phịch,1,1,5,6,1
làm_phước,1,2,8,12,1
xuôi_tay,1,2,7,8,1
tòn,1,1,3,4,1
sông_mã,1,2,6,8,1
gằm,1,1,3,5,1
um_sùm,1,2,5,6,1
gủi,1,1,3,4,1
thương_hại,1,2,9,12,1
theo.tám,1,1,8,9,1
đường_cao,1,2,8,11,1
sựphản,1,1,6,9,1
tin-niit,1,1,8,8,1
thuật-nghiệp,1,1,12,16,1
sinh.theo,1,1,9,9,1
lo_buồn,1,2,6,8,1
nghiệp-giáo,1,1,11,14,1
mại-tài,1,1,7,9,1
chính-đầu,1,1,9,12,1
mớm,1,1,3,5,1
vọn,1,1,3,4,1
đaya,1,1,4,4,1
luat,1,1,4,4,1
long_cung,1,2,8,8,1
hán_nôm,1,2,6,8,1
vàođội,1,1,6,9,1
ngạch_bậc,1,2,8,11,1
tâm_lý_học_sinh,1,4,12,15,1
lớp.thế,1,1,7,11,1
trực_nhật,1,2,8,12,1
hình_vành_khăn,1,3,12,15,1
r=,1,1,2,2,1
none,1,1,4,4,1
neither,1,1,7,7,1
usually,1,1,7,7,1
often,1,1,5,5,1
generally,1,1,9,9,1
seldom,1,1,6,6,1
ề_à,1,2,2,5,1
phảo,1,1,4,5,1
giong,1,1,5,5,1
dh,1,1,2,2,1
nggành,1,1,6,7,1
dưọc,1,1,4,6,1
thieu,1,1,5,5,1
cuong,1,1,5,5,1
cử_nhân_hoá,1,3,9,13,1
labor,1,1,5,5,1
xộc_xệch,1,2,7,11,1
post-doc,1,1,8,8,1
gíao,1,1,4,5,1
phạm_quy,1,2,7,8,1
đạokhông,1,1,8,10,1
nghĩa_sỹ,1,2,7,9,1
đến_kiều,1,2,7,11,1
tân_thủ_khoa,1,3,10,12,1
điốp,1,1,4,6,1
tuoitreonline,1,1,13,13,1
hoá-năm,1,1,7,9,1
vàng.các,1,1,8,10,1
mới-hoàn,1,1,8,11,1
tính-học,1,1,8,10,1
điển-nhẹ,1,1,8,11,1
hội-cũng,1,1,8,11,1
văn_thể,1,2,6,9,1
gặng,1,1,4,6,1
biến_dị,1,2,6,9,1
a.dt,1,1,4,4,1
b.dt,1,1,4,4,1
d.dt,1,1,4,4,1
cách_li,1,2,6,7,1
biện_luận,1,2,8,12,1
thanh-truyền,1,1,12,14,1
tế-kỹ,1,1,5,8,1
vàođh,1,1,5,6,1
chiêu_hiền_đãi_sĩ,1,4,14,19,1
vàng_hoe,1,2,7,8,1
văn_đoàn,1,2,7,9,1
dụng.các,1,1,8,10,1
sôi_kinh_nấu_sử,1,4,12,17,1
info@newwindvn.com,1,1,18,18,1
cón,1,1,3,4,1
ce,1,1,2,2,1
webiste,1,1,7,7,1
cũa,1,1,3,4,1
vầy,1,1,3,5,1
khổ_thân,1,2,7,10,1
lê_trắng,1,2,7,10,1
từ_bi,1,2,4,6,1
tuyên_cáo,1,2,8,10,1
homework,1,1,8,8,1
grow,1,1,4,4,1
fell,1,1,4,4,1
after,1,1,5,5,1
hand,1,1,4,4,1
opinion,1,1,7,7,1
weekend,1,1,7,7,1
gmc@abc.com,1,1,11,11,1
tắc_trách,1,2,8,11,1
hổm,1,1,3,5,1
tranh_tối_tranh_sáng,1,4,17,20,1
xập_xình,1,2,7,10,1
nghệ-thông,1,1,10,13,1
chân_trong_chân_ngoài,1,4,18,21,1
cái_khó_ló_cái_khôn,1,5,15,20,1
lởm_khởm,1,2,7,11,1
vị_nể,1,2,4,7,1
lạlàm,1,1,5,7,1
rỗi.tại,1,1,7,10,1
lời_lãi,1,2,6,9,1
lớp_học_sinh_động,1,4,14,19,1
trạngdịch,1,1,9,11,1
đèn_cù,1,2,5,7,1
độngï,1,1,5,8,1
hợp_thức,1,2,7,11,1
nguyên_hình_thức,1,3,14,18,1
hoá_học_sinh_viên,1,4,14,17,1
thanh_bần,1,2,8,10,1
đạo_nghĩa,1,2,8,10,1
vật_lí,1,2,5,8,1
đề_tài_giáo,1,3,9,13,1
dụcsáng,1,1,7,9,1
giẫm_chân_tại_chỗ,1,4,14,20,1
bờm_xơm,1,2,6,9,1
phừng_phừng,1,2,10,14,1
tú_bà_giáo,1,3,8,11,1
thập_thành,1,2,9,12,1
lưu_chiểu,1,2,8,11,1
diendan.edu.net,1,1,15,15,1
khẩp,1,1,4,6,1
hội_thảo_hè,1,3,9,13,1
rứt_ruột,1,2,7,11,1
count,1,1,5,5,1
dầu_gió,1,2,6,9,1
huyền_bí_hoá,1,3,10,14,1
upline,1,1,6,6,1
nguyễn_văn_kịp,1,3,12,16,1
floppy,1,1,6,6,1
thi_tập_thể,1,3,9,13,1
lvews,1,1,5,5,1
nhao_nhao,1,2,8,8,1
tân_cử_nhân,1,3,9,13,1
phân_số,1,2,6,9,1
khoán_trắng,1,2,10,13,1
vang_đà_lạt,1,3,9,11,1
chất-giáo,1,1,9,12,1
nuôi-thú,1,1,8,10,1
tác-lý,1,1,6,8,1
điểm_văn,1,2,7,10,1
nghiệp.chương,1,1,13,17,1
không.các,1,1,9,11,1
niên-giáo,1,1,9,11,1
kế_toàn,1,2,6,9,1
bột_giấy,1,2,7,11,1
chễ,1,1,3,5,1
dictionary,1,1,10,10,1
usage,1,1,5,5,1
finder,1,1,6,6,1
builder,1,1,7,7,1
tắc_tị,1,2,5,8,1
đấu_tranh_giai_cấp,1,4,15,19,1
sơđăng,1,1,6,8,1
ngoài.theo,1,1,10,11,1
thiết_tưởng,1,2,10,15,1
cải_biến,1,2,7,10,1
trong_sáng_kiến,1,3,13,16,1
suấtcủa,1,1,7,10,1
ự,1,1,1,3,1
củ_cải_đường,1,3,10,15,1
al-fahd,1,1,7,7,1
diezen,1,1,6,6,1
nần,1,1,3,5,1
đề_cử_chức,1,3,8,14,1
tỷ_giá_thả_nổi,1,4,11,16,1
crilic,1,1,6,6,1
có_thể_tượng,1,3,10,16,1
cents,1,1,5,5,1
crossover,1,1,9,9,1
hứa.chủ,1,1,7,10,1
thoả_nguyện,1,2,10,13,1
doanh_thương,1,2,11,13,1
trưng_cầu_ý_dân,1,4,12,17,1
việnvà,1,1,6,9,1
pesos,1,1,5,5,1
nừng,1,1,4,6,1
tiêu_bản,1,2,7,9,1
mamút,1,1,5,6,1
nghj,1,1,4,4,1
rand,1,1,4,4,1
lới,1,1,3,5,1
âu_sầu,1,2,5,8,1
buôn_bán_qua_mạng_lại,1,5,17,21,1
lẫm_chẫm,1,2,7,11,1
tệtheo,1,1,6,8,1
mô_típ,1,2,5,7,1
châu_âu_jose_manuel_barroso,1,5,23,25,1
địnhbỏ,1,1,6,8,1
chính_trị_hoá,1,3,11,14,1
những_thống,1,2,10,14,1
thuận_lợi_hoá,1,3,11,16,1
phân_hội,1,2,7,10,1
điện_khí,1,2,7,10,1
thậm_chí_thể,1,3,10,15,1
xi-lanh,1,1,7,7,1
biến_số,1,2,6,10,1
kinhtế,1,1,6,8,1
trưng_thu,1,2,8,9,1
nơi.chính,1,1,9,11,1
quyềnhạn,1,1,8,11,1
coupe,1,1,5,5,1
mét_khối,1,2,7,10,1
nội_ngoại_lực,1,3,11,16,1
lênhgiữ,1,1,7,10,1
khoac,1,1,5,5,1
sơi,1,1,3,4,1
mưc,1,1,3,4,1
ngach,1,1,5,5,1
giắc,1,1,4,6,1
nới_tay,1,2,6,8,1
trở_thành_viên,1,3,12,16,1
lương_lậu,1,2,8,12,1
thống.cuối,1,1,10,14,1
định_tội,1,2,7,10,1
tân_thuy,1,2,7,8,1
khang,1,1,5,5,1
ethylene,1,1,8,8,1
tham_công_tiếc_việc,1,4,16,21,1
nhánn,1,1,5,6,1
eresearchtechnology,1,1,19,19,1
liêng,1,1,5,6,1
al-nuaimi,1,1,9,9,1
chìm_ngập,1,2,8,11,1
rial,1,1,4,4,1
hôm_qua_lấy_lại,1,4,12,16,1
kronor,1,1,6,6,1
mấy_chốc,1,2,7,11,1
tân_bộ_trưởng,1,3,11,17,1
dàu,1,1,3,4,1
lai.đến,1,1,7,9,1
địa_chính_trị,1,3,11,14,1
rouble,1,1,6,6,1
ứnglời,1,1,6,10,1
suấtchống,1,1,9,13,1
green,1,1,5,5,1
malachite,1,1,9,9,1
fluoroquinolones,1,1,16,16,1
châu_âu_lo,1,3,8,10,1
nhữnh,1,1,5,7,1
chúa_đất,1,2,7,10,1
đa_canh,1,2,6,6,1
dêt,1,1,3,4,1
cua_nước,1,2,7,10,1
nhân_mối,1,2,7,10,1
đãlàm,1,1,5,7,1
kích_giá,1,2,7,9,1
thất_nghiệp_gia,1,3,13,17,1
tăng.cỗ,1,1,7,10,1
chiều_hướng_gia,1,3,13,18,1
tăng.hàn,1,1,8,10,1
maysau,1,1,6,6,1
vụhội,1,1,5,8,1
telephone,1,1,9,9,1
biết.chúng,1,1,10,13,1
recorders,1,1,9,9,1
lux,1,1,3,3,1
emanager,1,1,8,8,1
lực_sỹ,1,2,5,8,1
vskype,1,1,6,6,1
assembly,1,1,8,8,1
nhăm,1,1,4,5,1
chuôi,1,1,5,6,1
tinh_vân,1,2,7,8,1
smart,1,1,5,5,1
đạ̃,1,1,4,4,1
qua.theo,1,1,8,8,1
hyper-threading,1,1,15,15,1
duỵệt,1,1,5,8,1
slide-up,1,1,8,8,1
vcard,1,1,5,5,1
vcalendar,1,1,9,9,1
direct,1,1,6,6,1
md,1,1,2,2,1
xúc_xắc,1,2,6,9,1
tiến_thoái_lưỡng_nan,1,4,17,23,1
số_đối,1,2,5,9,1
etching,1,1,7,7,1
phân_lớp,1,2,7,10,1
gới,1,1,3,5,1
broadcasting,1,1,12,12,1
omni-googlisation,1,1,17,17,1
overclock,1,1,9,9,1
response,1,1,8,8,1
firmware,1,1,8,8,1
bản_doanh_nghiệp,1,3,14,17,1
diều_hâu,1,2,7,10,1
frontside,1,1,9,9,1
notify,1,1,6,6,1
trích_yếu,1,2,8,11,1
sao_chụp,1,2,7,8,1
copier,1,1,6,6,1
microcell,1,1,9,9,1
nhiếp_chính,1,2,10,13,1
cameraphone,1,1,11,11,1
tĩnh_từ,1,2,6,9,1
điện_thoại_động,1,3,13,18,1
xd-picture,1,1,10,10,1
ngàn_vạn,1,2,7,9,1
speekysmart,1,1,11,11,1
polyphonic,1,1,10,10,1
đi-ốt,1,1,5,7,1
đồng_vị_phóng_xạ,1,4,13,18,1
"trà_""",1,2,4,5,1
mpg,1,1,3,3,1
templates,1,1,9,9,1
plug-ins,1,1,8,8,1
e-paper,1,1,7,7,1
sonoma,1,1,6,6,1
xẫm,1,1,3,5,1
viên-học,1,1,8,10,1
trongwindows,1,1,12,12,1
đầu_mục,1,2,6,9,1
trướcđã,1,1,7,11,1
chuyển_vị,1,2,8,11,1
kiếmvirtual,1,1,11,13,1
scratch,1,1,7,7,1
nhưthe,1,1,6,7,1
transflash,1,1,10,10,1
sender,1,1,6,6,1
bút_điện,1,2,7,10,1
thủblu-ray.,1,1,11,12,1
dạngsong,1,1,8,9,1
giá_chợ,1,2,6,9,1
i-duckhay,1,1,9,9,1
sao_lãng,1,2,7,8,1
embedding,1,1,9,9,1
electrochromic,1,1,14,14,1
n@xasamail.comv,1,1,15,15,1
preferences,1,1,11,11,1
submit,1,1,6,6,1
biếnstatbar,1,1,11,13,1
qt,1,1,2,2,1
mov,1,1,3,3,1
vinyl,1,1,5,5,1
axmobile.com.,1,1,13,13,1
picolit,1,1,7,7,1
softphone,1,1,9,9,1
rates,1,1,5,5,1
px,1,1,2,2,1
ăng-ten.,1,1,8,9,1
photonic,1,1,8,8,1
waveguide,1,1,9,9,1
isight,1,1,6,6,1
speech,1,1,6,6,1
bubble,1,1,6,6,1
nhà_xuất_bản_giáo,1,4,14,19,1
dục.cùng,1,1,8,10,1
graphing,1,1,8,8,1
canculator,1,1,10,10,1
dyslexia,1,1,8,8,1
vản,1,1,3,4,1
tele,1,1,4,4,1
cảm_ứng_động,1,3,10,15,1
uni-transistor,1,1,14,14,1
random,1,1,6,6,1
cókích,1,1,6,8,1
cơ_động_hoá,1,3,9,13,1
ra_bộ_phận,1,3,8,12,1
ma_trận_động,1,3,10,14,1
tập_đoàn_đức,1,3,10,15,1
package,1,1,7,7,1
quantum,1,1,7,7,1
dài,1,1,4,4,1
nửa,1,1,4,5,1
thử,1,1,4,5,1
rẻ,1,1,3,3,1
chút,1,1,5,5,1
đắt,1,1,4,5,1
dường,1,1,6,8,1
hào,1,1,4,4,1
hứng,1,1,5,6,1
lắm,1,1,4,5,1
e-wallet,1,1,8,8,1
nguyên_thể,1,2,9,12,1
ing,1,1,3,3,1
ed,1,1,2,2,1
hồi_văn,1,2,6,9,1
icafe,1,1,5,5,1
multi-input,1,1,11,11,1
multi-output,1,1,12,12,1
shutter,1,1,7,7,1
hydride,1,1,7,7,1
lá_cờ_đầu,1,3,7,12,1
châu_âu_eisa,1,3,10,12,1
nửasố,1,1,5,9,1
in-page,1,1,7,7,1
advertisements,1,1,14,14,1
wafer,1,1,5,5,1
sản_phẩm_thể,1,3,10,15,1
cấpdành,1,1,7,10,1
tạiwindows,1,1,10,11,1
decibel,1,1,7,7,1
mini-gbic,1,1,9,9,1
biber,1,1,5,5,1
podcasting,1,1,10,10,1
đèn_cảm_ứng,1,3,9,13,1
virtualization,1,1,14,14,1
vàmáy,1,1,5,7,1
chủchạy,1,1,7,9,1
input,1,1,5,5,1
output,1,1,6,6,1
trườnghai,1,1,9,12,1
thoạithiết,1,1,10,13,1
vertex,1,1,6,6,1
thệ,1,1,3,5,1
extreme,1,1,7,7,1
thru,1,1,4,4,1
mobile.answers.comvới,1,1,21,23,1
data-backup,1,1,11,11,1
crossbar,1,1,8,8,1
latch,1,1,5,5,1
họctiếp,1,1,7,10,1
ei,1,1,2,2,1
học-viễn,1,1,8,11,1
làscansoft,1,1,10,11,1
vàsolid,1,1,7,8,1
vpod,1,1,4,4,1
máyipod,1,1,7,8,1
đâyđể,1,1,5,8,1
nix,1,1,3,3,1
catmi,1,1,5,5,1
điện_hoá_học,1,3,10,14,1
hoã,1,1,3,4,1
analyze,1,1,7,7,1
ổmomentus,1,1,9,11,1
cốexclusive,1,1,11,13,1
translation,1,1,11,11,1
max,1,1,3,3,1
truespace,1,1,9,9,1
architect,1,1,9,9,1
circle,1,1,6,6,1
arc,1,1,3,3,1
rectangle,1,1,9,9,1
sphere,1,1,6,6,1
cone,1,1,4,4,1
e-mailmiễn,1,1,10,12,1
phẩmasianux,1,1,11,13,1
scroll,1,1,6,6,1
synchronous,1,1,11,11,1
multiple,1,1,8,8,1
itrip,1,1,5,5,1
xls,1,1,3,3,1
ppt,1,1,3,3,1
docx,1,1,4,4,1
xlsx,1,1,4,4,1
pptx,1,1,4,4,1
đóipod,1,1,6,7,1
set-top,1,1,7,7,1
emitting,1,1,8,8,1
bóng_bảy,1,2,7,9,1
phim_đèn_chiếu,1,3,12,15,1
vp,1,1,2,2,1
free-standing,1,1,13,13,1
vớiflash,1,1,8,10,1
kva,1,1,3,3,1
serial-ata.,1,1,11,11,1
đen_bạc,1,2,6,7,1
joint,1,1,5,5,1
to_business,1,2,10,10,1
đếnn,1,1,4,6,1
two-way,1,1,7,7,1
viewing-angle,1,1,13,13,1
aim.com,1,1,7,7,1
expired,1,1,7,7,1
webmail,1,1,7,7,1
endpoint,1,1,8,8,1
minilab,1,1,7,7,1
gpin,1,1,4,4,1
mahthời,1,1,7,9,1
giờthời,1,1,7,11,1
giờkhả,1,1,6,9,1
bách_khoa_thư,1,3,11,13,1
wiki.vietkey.net.,1,1,17,17,1
wikipedia.org,1,1,13,13,1
ổ_đĩa_thể,1,3,7,12,1
deonis,1,1,6,6,1
gồm_ericsson,1,2,11,13,1
trình_soạn_thảo,1,3,13,16,1
ipodderx,1,1,8,8,1
log-off,1,1,7,7,1
candela,1,1,7,7,1
megapixcel,1,1,10,10,1
presario,1,1,8,8,1
petabyte,1,1,8,8,1
turn,1,1,4,4,1
fred_von,1,2,7,7,1
thấp_cổ_bé_họng,1,4,12,18,1
phẩmi-rammới,1,1,12,16,1
i-ram.,1,1,6,6,1
nhạc_phổ,1,2,7,10,1
trừ_khử,1,2,6,10,1
keypad,1,1,6,6,1
a-si,1,1,4,4,1
antten,1,1,6,6,1
tiênlifedrive,1,1,13,14,1
dạngdvd,1,1,7,8,1
video.card,1,1,10,10,1
to_glory,1,2,7,7,1
thittvn,1,1,7,7,1
vàanh,1,1,5,6,1
pantymap,1,1,8,8,1
nghệgps,1,1,7,9,1
reload,1,1,6,6,1
graphics,1,1,8,8,1
đĩa_compact,1,2,10,11,1
translucent,1,1,11,11,1
lýyonah,1,1,7,8,1
kep,1,1,3,3,1
thươc,1,1,5,7,1
